DeviceID,Timestamp,Temp_C,Humidity,Pressure,Vibration,Voltage,Current,Power,SignalStrength,Battery,ErrorCode,Latitude,Longitude,Location,Firmware,UptimeSec,MaintenanceDueDays,Status
Dev1022,2024-10-26,11.41,60.24,1011.53,2.124,4.107,1.185,33.5,99,48.0,E2,27.471138,78.240211,Plant2,V4.6,1970-01-01 00:00:00.000220085,173,Fault
Dev1033,2024-04-04,3.04,99.61,1020.21,4.267,3.759,1.36,42.42,10,26.0,E1,31.55677,77.11652,Plant1,V2.9,1970-01-01 00:00:00.000203985,295,Idle
Dev1015,2024-09-24,17.04,17.2,971.4,4.546,4.653,1.219,55.8,28,99.0,E1,27.233717,91.887677,Plant1,V5.8,1970-01-01 00:00:00.000243292,86,Fault
Dev1040,2024-04-18,42.21,96.93,1043.76,0.272,4.162,0.1,63.3,81,16.0,Ok,26.005922,91.888623,Plant1,V1.2,1970-01-01 00:00:00.000957552,215,Idle
Dev1030,2024-07-01,4.43,64.79,997.37,3.144,3.084,0.265,38.12,60,84.0,Warn,10.249827,90.033593,Plant2,V5.2,1970-01-01 00:00:00.000397588,343,Idle
Dev1022,2024-02-10,38.52,35.91,993.56,0.41,4.719,1.677,12.74,36,38.0,E2,18.308602,76.694131,Warehouse,V1.3,1970-01-01 00:00:00.000455221,162,Active
Dev1031,2024-10-26,58.23,70.77,981.17,4.34,4.458,1.238,19.66,37,78.0,E1,20.738862,96.252612,Plant2,V4.7,1970-01-01 00:00:00.000204359,282,Idle
Dev1032,2024-07-01,50.71,42.62,1019.76,2.225,4.797,0.435,8.66,74,84.0,E1,20.568914,69.461038,Outdoor,V2.5,1970-01-01 00:00:00.000984750,61,Fault
Dev1025,2024-01-30,-3.89,5.14,987.5,2.351,3.509,1.162,55.43,38,8.0,E2,28.661521,90.178032,Outdoor,V1.9,1970-01-01 00:00:00.000952967,49,Fault
Dev1011,2024-11-02,12.03,13.24,984.7,1.509,4.927,1.706,50.41,30,1.0,Ok,9.081272,82.06911,Outdoor,V4.6,1970-01-01 00:00:00.000849963,260,Idle
Dev1015,2024-09-24,0.13,74.76,1030.31,1.267,3.82,0.811,10.04,12,95.0,Warn,34.39677,94.677444,Plant1,V2.1,1970-01-01 00:00:00.000842280,292,Active
Dev1003,2024-08-07,34.05,74.5,1049.37,3.464,4.646,1.474,30.98,20,8.0,Warn,17.409447,81.976075,Warehouse,V1.0,1970-01-01 00:00:00.000093486,351,Idle
Dev1021,2024-07-01,27.13,28.75,1006.5,0.619,4.028,0.343,86.88,76,68.0,E2,29.807119,74.532204,Warehouse,V4.6,1970-01-01 00:00:00.000922070,339,Idle
Dev1021,2024-07-01,1.31,85.1,954.58,3.657,3.388,1.926,14.02,36,75.0,E3,20.434196,91.910481,Outdoor,V1.2,1970-01-01 00:00:00.000028398,209,Fault
Dev1022,2024-09-24,6.77,67.97,1048.48,2.68,3.756,1.431,23.56,13,14.0,E2,12.998098,73.095447,Warehouse,V2.9,1970-01-01 00:00:00.000762760,245,Active
Dev1022,2024-09-24,8.23,74.41,1036.65,0.12,3.281,0.306,13.73,11,67.0,Warn,15.358554,87.996252,Warehouse,V5.6,1970-01-01 00:00:00.000776402,257,Idle
Dev1005,2024-02-10,14.76,89.2,976.6,0.034,3.389,1.133,43.81,5,58.0,E2,23.761229,92.204395,Plant2,V3.4,1970-01-01 00:00:00.000046400,242,Active
Dev1028,2024-02-10,56.01,82.06,960.9,0.593,3.456,1.565,82.57,18,23.0,E3,27.174897,85.263598,Plant1,V4.2,1970-01-01 00:00:00.000719642,339,Idle
Dev1007,2024-07-01,37.41,62.64,963.7,2.735,3.133,1.583,12.05,21,24.0,E3,36.767331,70.352046,Plant1,V2.1,1970-01-01 00:00:00.000909780,207,Idle
Dev1031,2024-08-12,37.81,60.96,1002.87,1.762,4.303,0.757,53.92,15,29.0,Ok,30.525457,75.435225,Plant2,V4.5,1970-01-01 00:00:00.000221377,133,Fault
Dev1041,2024-07-01,53.02,42.15,1030.24,4.768,3.646,1.113,38.0,25,19.0,E1,19.195126,90.109568,Outdoor,V3.4,1970-01-01 00:00:00.000652591,328,Fault
Dev1005,2024-07-01,59.03,61.04,975.33,4.881,4.306,1.031,53.71,78,74.0,E3,31.35619,82.886566,Warehouse,V2.3,1970-01-01 00:00:00.000441081,153,Idle
Dev1022,2024-10-27,42.38,97.56,1004.92,1.157,3.569,1.67,70.82,56,87.0,Warn,23.614979,72.155907,Plant1,V5.0,1970-01-01 00:00:00.000666570,313,Active
Dev1000,2024-04-02,22.88,72.91,959.31,2.448,3.794,1.224,21.01,42,28.0,E1,8.985782,86.208246,Plant1,V3.0,1970-01-01 00:00:00.000774878,169,Idle
Dev1035,2024-02-10,52.13,53.87,1024.83,4.444,4.688,1.544,11.7,0,41.0,E2,23.549239,93.127559,Plant1,V2.1,1970-01-01 00:00:00.000515037,175,Fault
Dev1049,2024-12-29,26.25,55.34,997.93,1.274,3.533,1.116,55.77,43,90.0,E1,9.699402,76.276506,Warehouse,V5.2,1970-01-01 00:00:00.000760520,34,Idle
Dev1006,2024-02-10,40.6,0.48,1031.63,2.836,4.776,1.786,55.58,74,60.0,E3,8.840118,75.414162,Warehouse,V3.3,1970-01-01 00:00:00.000615464,96,Fault
Dev1041,2024-10-27,33.77,85.6,1027.8,4.988,3.089,0.456,26.73,28,83.0,Ok,17.88214,80.747346,Plant2,V3.0,1970-01-01 00:00:00.000316738,138,Active
Dev1022,2024-07-23,28.98,11.45,965.8,1.952,4.224,0.33,97.89,4,95.0,Warn,24.952349,68.613812,Outdoor,V2.9,1970-01-01 00:00:00.000232933,197,Fault
Dev1041,2024-08-12,-0.71,46.37,992.68,1.299,3.42,1.519,71.66,94,62.0,Warn,20.337519,77.020288,Outdoor,V2.1,1970-01-01 00:00:00.000793501,100,Idle
Dev1022,2024-09-24,46.2,75.8,989.75,2.906,4.49,0.902,88.02,18,90.0,Warn,33.178657,81.698062,Outdoor,V5.3,1970-01-01 00:00:00.000401162,342,Fault
Dev1010,2024-07-01,39.95,93.58,1006.96,0.089,4.691,1.176,57.04,47,69.0,E2,11.50761,81.206575,Plant2,V3.1,1970-01-01 00:00:00.000931806,30,Active
Dev1006,2024-12-29,-4.87,77.21,1031.27,3.299,4.353,1.729,4.64,42,36.0,Warn,9.400476,78.671808,Plant2,V5.8,1970-01-01 00:00:00.000699693,157,Active
Dev1035,2024-09-24,9.03,50.77,1005.88,1.818,4.29,1.963,51.5,0,73.0,Warn,31.893035,94.673716,Warehouse,V4.0,1970-01-01 00:00:00.000818551,223,Idle
Dev1006,2024-09-24,41.01,58.24,1039.54,4.628,4.984,0.82,56.67,77,15.0,Warn,20.153407,81.964462,Plant2,V1.9,1970-01-01 00:00:00.000489591,104,Fault
Dev1037,2024-11-02,11.62,7.68,967.69,0.656,3.521,1.695,20.24,12,16.0,E2,31.93477,75.833567,Outdoor,V1.4,1970-01-01 00:00:00.000973155,229,Fault
Dev1030,2024-10-27,16.61,39.47,961.85,2.659,4.727,1.352,94.46,50,31.0,E3,27.117179,73.186129,Warehouse,V2.7,1970-01-01 00:00:00.000041446,283,Fault
Dev1003,2024-09-24,49.4,64.05,978.49,4.696,4.308,0.08,56.0,52,15.0,E2,21.047059,86.330971,Plant1,V3.8,1970-01-01 00:00:00.000164853,156,Fault
Dev1021,2024-09-24,38.92,17.77,999.63,2.382,3.927,1.224,22.83,74,70.0,E1,30.70402,85.792829,Plant1,V5.4,1970-01-01 00:00:00.000878002,99,Active
Dev1007,2024-11-02,1.3,1.62,1010.4,0.137,3.746,1.876,46.61,29,66.0,Warn,31.800287,83.057624,Outdoor,V3.8,1970-01-01 00:00:00.000963879,151,Fault
Dev1022,2024-07-01,27.88,76.85,952.58,1.417,4.316,0.958,37.83,71,74.0,E3,9.591241,71.776299,Plant1,V4.7,1970-01-01 00:00:00.000654894,207,Fault
Dev1003,2024-10-27,34.78,87.38,1014.78,1.129,3.658,0.744,4.44,97,56.0,Warn,19.119063,83.9366,Warehouse,V1.7,1970-01-01 00:00:00.000567525,41,Fault
Dev1037,2024-11-04,5.93,55.42,1039.4,3.51,3.325,1.575,88.32,74,86.0,Warn,18.614084,81.842326,Outdoor,V4.9,1970-01-01 00:00:00.000338892,299,Active
Dev1021,2024-07-01,-9.41,3.13,974.13,2.841,4.482,0.968,64.26,81,68.0,E1,25.059198,92.841611,Warehouse,V3.5,1970-01-01 00:00:00.000149451,279,Fault
Dev1040,2024-07-01,24.07,0.86,1045.61,3.489,3.976,0.976,1.8,9,8.0,E3,8.961133,73.122299,Outdoor,V2.2,1970-01-01 00:00:00.000487710,99,Active
Dev1043,2024-03-22,43.0,15.73,989.98,0.913,4.081,1.245,74.42,14,93.0,E1,27.312096,84.84671,Plant2,V2.6,1970-01-01 00:00:00.000953885,9,Active
Dev1022,2024-03-03,19.27,37.2,1009.39,1.833,4.323,1.796,83.24,61,28.0,Ok,26.24221,88.021696,Plant2,V2.2,1970-01-01 00:00:00.000080479,181,Active
Dev1030,2024-11-15,46.16,23.49,971.82,0.786,4.317,0.005,53.19,15,77.0,E2,21.975663,91.444635,Plant1,V5.8,1970-01-01 00:00:00.000800960,361,Fault
Dev1025,2024-06-08,25.09,7.49,1005.19,0.889,4.758,1.86,27.53,32,60.0,E1,10.261322,89.957651,Warehouse,V2.5,1970-01-01 00:00:00.000129699,51,Idle
Dev1019,2024-12-29,23.54,45.42,998.37,4.477,4.166,1.442,34.0,48,39.0,E3,26.925744,91.34648,Plant2,V1.0,1970-01-01 00:00:00.000840935,69,Idle
Dev1031,2024-09-24,26.05,2.5,1037.68,2.413,4.137,1.43,59.29,85,12.0,E2,21.311557,71.006704,Warehouse,V2.0,1970-01-01 00:00:00.000194292,260,Fault
Dev1049,2024-12-29,145.04,60.87,1043.84,2.921,4.437,0.89,88.87,89,29.0,Warn,34.864757,96.884197,Plant1,V1.8,1970-01-01 00:00:00.000403795,85,Fault
Dev1041,2024-07-01,0.16,13.38,995.07,0.136,4.788,0.262,93.81,59,10.0,E2,9.446753,77.649482,Plant1,V3.1,1970-01-01 00:00:00.000434705,42,Fault
Dev1002,2024-09-24,9.33,66.98,976.07,1.255,4.984,0.62,78.45,8,21.0,Warn,34.203959,85.680667,Plant1,V1.0,1970-01-01 00:00:00.000002591,63,Idle
Dev1022,2024-08-30,12.98,68.58,1034.97,2.61,3.917,1.293,59.48,83,34.0,Ok,23.936051,80.859173,Plant2,V5.3,1970-01-01 00:00:00.000706193,237,Fault
Dev1040,2024-07-01,59.98,68.55,1036.31,1.471,3.436,0.582,48.94,44,40.0,Ok,31.500853,79.869856,Outdoor,V3.5,1970-01-01 00:00:00.000106040,249,Idle
Dev1037,2024-07-23,27.47,65.06,971.8,1.433,3.289,0.843,23.45,46,1.0,E2,16.155359,74.672503,Plant1,V1.7,1970-01-01 00:00:00.000389596,102,Idle
Dev1028,2024-07-01,37.71,47.82,999.77,1.156,3.018,0.657,25.77,24,27.0,E3,25.80308,96.797033,Outdoor,V5.7,1970-01-01 00:00:00.000592747,285,Idle
Dev1010,2024-07-01,-0.73,0.1,1023.78,1.1,4.991,0.576,60.95,6,35.0,E1,34.827955,71.429054,Plant2,V4.1,1970-01-01 00:00:00.000381602,193,Fault
Dev1041,2024-08-30,33.48,90.22,1021.0,4.209,3.963,0.312,12.25,56,27.0,E1,14.458552,91.000959,Plant1,V4.4,1970-01-01 00:00:00.000447274,191,Active
Dev1042,2024-11-15,48.35,51.39,1037.79,3.246,4.641,0.249,72.18,32,86.0,Warn,16.353898,88.402792,Plant1,V3.8,1970-01-01 00:00:00.000159830,137,Active
Dev1029,2024-07-01,55.88,29.17,954.12,1.12,4.536,0.271,85.36,2,0.0,E3,29.056251,78.191487,Outdoor,V2.9,1970-01-01 00:00:00.000033919,115,Fault
Dev1015,2024-07-01,52.3,42.22,995.73,2.139,4.863,0.989,33.38,36,35.0,E1,33.203266,78.728553,Warehouse,V3.2,1970-01-01 00:00:00.000006086,238,Idle
Dev1025,2024-07-01,-0.88,48.02,987.73,2.274,4.2,1.039,74.05,61,96.0,Warn,13.374286,69.114364,Outdoor,V4.3,1970-01-01 00:00:00.000332974,362,Fault
Dev1041,2024-07-01,2.16,25.58,997.77,3.709,3.34,0.525,91.72,33,45.0,E2,23.881741,74.546367,Plant2,V4.2,1970-01-01 00:00:00.000120322,135,Active
Dev1034,2024-10-27,6.47,53.82,961.35,3.771,4.362,0.946,95.34,17,12.0,E1,14.703463,77.559952,Plant1,V1.0,1970-01-01 00:00:00.000754057,337,Active
Dev1035,2024-09-24,46.63,11.42,1035.32,0.382,3.048,1.058,11.91,39,1.0,E1,27.640616,72.147987,Warehouse,V1.4,1970-01-01 00:00:00.000751002,23,Active
Dev1032,2024-11-21,37.56,62.84,1021.46,0.103,3.187,1.739,87.73,82,6.0,E2,36.092802,70.180448,Outdoor,V4.6,1970-01-01 00:00:00.000099944,75,Idle
Dev1032,2024-09-24,35.28,61.13,1042.81,3.729,3.488,1.033,82.23,50,57.0,E1,22.61944,94.852066,Plant1,V3.8,1970-01-01 00:00:00.000764573,35,Idle
Dev1005,2024-12-29,5.34,96.43,981.39,3.939,3.807,0.768,4.41,62,37.0,E3,16.222321,76.039352,Plant2,V1.6,1970-01-01 00:00:00.000127978,156,Idle
Dev1034,2024-07-01,53.93,72.78,1047.38,2.08,4.549,0.63,35.46,71,53.0,E1,34.314062,84.111001,Warehouse,V3.2,1970-01-01 00:00:00.000836671,16,Fault
Dev1013,2024-10-27,-2.01,9.77,992.57,0.861,3.543,1.281,89.23,83,10.0,E3,31.264278,92.964949,Plant2,V2.2,1970-01-01 00:00:00.000251510,173,Active
Dev1037,2024-06-08,51.9,66.12,995.25,4.549,3.023,1.199,13.1,68,91.0,Ok,17.972365,72.837007,Warehouse,V5.6,1970-01-01 00:00:00.000693441,215,Active
Dev1037,2024-02-10,15.01,22.53,1023.78,4.331,3.556,1.615,89.22,18,19.0,E1,30.233039,92.689258,Plant2,V3.3,1970-01-01 00:00:00.000392685,282,Fault
Dev1037,2024-07-01,49.65,78.65,978.13,1.959,4.46,1.095,78.99,62,5.0,E3,22.920811,82.533848,Warehouse,V1.0,1970-01-01 00:00:00.000675372,247,Fault
Dev1032,2024-07-01,23.03,32.91,1039.58,2.04,4.492,0.302,65.05,73,45.0,Warn,36.93872,72.314368,Plant1,V3.2,1970-01-01 00:00:00.000147191,364,Active
Dev1037,2024-02-10,8.01,26.72,966.74,4.928,3.613,0.75,43.15,73,30.0,Ok,34.249843,90.330387,Plant1,V1.8,1970-01-01 00:00:00.000795702,204,Fault
Dev1020,2024-10-27,51.75,5.64,1043.68,0.557,4.386,0.588,2.94,86,39.0,E2,14.603288,91.813465,Plant1,V2.0,1970-01-01 00:00:00.000645172,297,Fault
Dev1035,2024-12-29,1.02,72.64,983.82,1.703,3.089,1.794,66.09,19,61.0,Warn,26.219968,74.099429,Outdoor,V4.3,1970-01-01 00:00:00.000486575,179,Fault
Dev1037,2024-07-01,31.52,14.76,1037.4,2.266,4.617,0.728,2.65,19,25.0,Warn,14.591452,71.140019,Plant2,V1.5,1970-01-01 00:00:00.000198478,217,Idle
Dev1033,2024-06-20,20.83,88.61,959.16,4.941,4.853,1.812,96.51,37,18.0,Ok,29.494401,76.374157,Warehouse,V3.5,1970-01-01 00:00:00.000841010,114,Fault
Dev1035,2024-10-27,12.93,5.47,990.62,0.971,3.205,1.159,26.81,19,18.0,Ok,34.033073,79.391304,Outdoor,V5.2,1970-01-01 00:00:00.000184323,181,Idle
Dev1028,2024-04-22,50.46,23.62,1000.71,2.351,3.578,0.519,32.81,78,83.0,E1,9.420552,70.67691,Plant2,V4.0,1970-01-01 00:00:00.000245847,144,Idle
Dev1009,2024-09-24,44.31,73.61,954.83,4.659,3.543,1.554,99.84,11,62.0,E1,32.838998,92.259816,Outdoor,V5.8,1970-01-01 00:00:00.000555118,105,Idle
Dev1021,2024-09-24,41.33,42.7,1030.68,0.065,4.142,0.617,77.96,63,70.0,E2,34.124829,88.752179,Plant2,V4.1,1970-01-01 00:00:00.000247194,102,Active
Dev1031,2024-02-10,50.54,62.58,982.33,4.067,3.726,0.285,84.89,17,18.0,Warn,16.08688,92.048166,Plant2,V1.3,1970-01-01 00:00:00.000651633,261,Active
Dev1020,2024-10-27,228.4,38.52,958.54,3.104,3.945,0.199,49.78,21,46.0,E3,15.35517,81.10111,Plant2,V5.4,1970-01-01 00:00:00.000065699,185,Idle
Dev1034,2024-07-01,16.03,55.63,954.03,2.036,3.96,0.69,10.89,53,0.0,E1,35.953016,74.628097,Plant1,V3.3,1970-01-01 00:00:00.000832508,62,Active
Dev1035,2024-10-27,-36.48,47.56,1001.05,0.149,3.739,1.16,52.57,54,24.0,Warn,20.651714,72.069881,Plant1,V2.5,1970-01-01 00:00:00.000626147,320,Idle
Dev1007,2024-10-27,19.8,25.66,1048.4,0.978,3.757,0.389,68.76,61,80.0,Ok,22.738721,73.761424,Outdoor,V2.6,1970-01-01 00:00:00.000040114,68,Idle
Dev1019,2024-10-26,34.56,76.61,1014.55,0.485,4.198,0.131,74.73,47,62.0,Ok,15.303479,86.674888,Plant2,V3.0,1970-01-01 00:00:00.000249828,329,Active
Dev1022,2024-02-10,-4.15,33.63,1038.0,0.924,3.55,0.091,14.13,53,36.0,E1,33.561772,75.215021,Plant2,V4.9,1970-01-01 00:00:00.000503092,102,Idle
Dev1022,2024-07-01,16.17,61.61,951.84,2.524,4.199,0.447,50.17,19,43.0,E2,12.729064,68.73496,Plant2,V5.5,1970-01-01 00:00:00.000835862,341,Fault
Dev1005,2024-02-10,46.2,48.29,1030.19,1.5,4.914,1.932,5.81,78,75.0,E2,18.270834,85.408874,Warehouse,V5.3,1970-01-01 00:00:00.000346827,276,Fault
Dev1031,2024-07-01,18.05,63.27,1045.58,3.65,4.037,0.522,77.07,46,42.0,E3,30.259069,91.69634,Outdoor,V1.4,1970-01-01 00:00:00.000191730,192,Idle
Dev1010,2024-10-27,18.31,73.06,1030.78,2.754,3.781,0.2,71.01,35,45.0,E3,31.256469,93.70508,Warehouse,V2.0,1970-01-01 00:00:00.000363234,59,Active
Dev1040,2024-02-10,4.59,30.46,956.18,0.926,3.398,0.948,22.82,61,31.0,E2,30.642877,70.100347,Plant2,V4.5,1970-01-01 00:00:00.000694181,25,Active
Dev1035,2024-07-01,34.25,35.41,986.98,0.236,4.578,1.758,53.16,80,29.0,E3,29.955475,91.768351,Warehouse,V5.1,1970-01-01 00:00:00.000678527,363,Fault
Dev1045,2024-07-01,17.63,84.05,1037.96,0.918,4.466,1.991,70.51,60,25.0,E2,19.493494,71.281769,Outdoor,V3.3,1970-01-01 00:00:00.000355767,257,Idle
Dev1009,2024-07-01,17.14,53.84,1040.29,3.395,3.764,1.376,27.72,5,2.0,E2,23.502267,71.401281,Warehouse,V4.5,1970-01-01 00:00:00.000134528,156,Fault
Dev1034,2024-11-02,-0.25,91.81,1044.22,0.559,3.063,1.789,43.45,91,63.0,Ok,29.638993,90.858531,Outdoor,V4.5,1970-01-01 00:00:00.000839476,117,Idle
Dev1037,2024-11-02,39.19,18.01,1028.19,1.601,3.696,0.898,80.13,80,60.0,Warn,8.922053,70.062423,Warehouse,V4.4,1970-01-01 00:00:00.000137769,319,Idle
Dev1011,2024-02-10,10.73,84.11,1001.28,4.006,4.979,0.393,93.93,30,5.0,Ok,19.989805,82.919697,Plant2,V4.8,1970-01-01 00:00:00.000904669,64,Fault
Dev1025,2024-07-01,34.76,31.32,965.69,0.346,4.204,0.731,95.82,49,5.0,E1,33.721135,69.530842,Outdoor,V2.6,1970-01-01 00:00:00.000055142,236,Fault
Dev1044,2024-10-26,29.9,92.12,1036.84,0.051,4.964,1.652,96.23,70,56.0,E3,22.351047,91.852338,Warehouse,V5.1,1970-01-01 00:00:00.000384322,219,Idle
Dev1017,2024-09-24,6.92,43.85,958.37,3.014,4.703,1.398,33.83,91,91.0,E3,26.069826,75.359071,Plant2,V4.3,1970-01-01 00:00:00.000096459,161,Active
Dev1041,2024-12-29,31.28,61.97,955.61,1.71,4.038,1.922,86.52,81,69.0,Warn,32.459683,90.091758,Outdoor,V2.3,1970-01-01 00:00:00.000448997,52,Active
Dev1011,2024-07-01,20.45,12.66,985.69,2.458,3.699,0.715,0.01,24,3.0,Warn,32.007253,76.50805,Outdoor,V5.7,1970-01-01 00:00:00.000361395,176,Fault
Dev1042,2024-12-29,-8.86,69.35,974.04,2.258,3.83,0.061,80.12,68,77.0,E2,24.293799,94.959271,Plant2,V4.8,1970-01-01 00:00:00.000494868,219,Active
Dev1037,2024-07-01,2.6,95.86,1008.55,2.615,4.73,0.391,53.47,46,65.0,E2,11.990458,79.244322,Plant2,V2.1,1970-01-01 00:00:00.000462721,28,Active
Dev1041,2024-09-24,23.66,57.09,951.86,0.052,4.338,1.843,69.17,70,68.0,Warn,23.724215,85.380495,Warehouse,V1.4,1970-01-01 00:00:00.000327969,340,Fault
Dev1022,2024-09-24,32.83,36.28,951.22,3.77,3.114,0.614,75.05,35,53.0,E2,23.56778,74.56529,Plant2,V1.3,1970-01-01 00:00:00.000826802,86,Active
Dev1049,2024-02-10,-7.57,34.01,1039.52,1.334,4.65,0.195,75.09,75,61.0,E2,31.969936,77.621194,Plant1,V1.0,1970-01-01 00:00:00.000337546,250,Active
Dev1040,2024-07-01,2.47,46.84,1013.72,3.05,3.937,1.153,53.89,35,33.0,Warn,14.895511,88.607959,Plant2,V5.8,1970-01-01 00:00:00.000160259,322,Idle
Dev1022,2024-02-10,12.48,48.7,1046.93,3.019,4.161,1.183,18.91,98,18.0,E1,11.841686,81.133524,Plant1,V1.9,1970-01-01 00:00:00.000871575,296,Fault
Dev1033,2024-09-24,21.83,16.08,1034.68,0.001,3.091,1.76,71.88,19,39.0,Warn,21.011783,77.208417,Outdoor,V4.5,1970-01-01 00:00:00.000072667,158,Idle
Dev1002,2024-10-26,26.5,81.31,1026.03,2.547,3.688,1.618,54.35,32,45.0,Warn,28.849704,86.650317,Plant1,V3.1,1970-01-01 00:00:00.000518460,355,Fault
Dev1035,2024-10-27,8.55,46.82,964.26,3.612,3.741,0.574,45.86,32,70.0,E3,19.772609,68.0656,Warehouse,V5.8,1970-01-01 00:00:00.000656004,336,Idle
Dev1013,2024-04-02,18.83,62.83,992.78,1.258,3.998,0.937,9.46,63,4.0,Ok,20.45744,74.075417,Warehouse,V1.7,1970-01-01 00:00:00.000078080,316,Fault
Dev1003,2024-07-01,4.94,14.59,1031.0,2.804,3.918,0.543,18.3,83,72.0,Warn,27.524289,87.786256,Warehouse,V5.6,1970-01-01 00:00:00.000305410,50,Fault
Dev1045,2024-02-10,20.96,28.27,1043.49,1.854,4.167,0.246,51.59,34,22.0,E3,36.281195,88.958697,Plant2,V4.1,1970-01-01 00:00:00.000074857,208,Active
Dev1034,2024-09-24,59.41,73.01,970.76,3.467,3.904,1.567,53.5,20,43.0,E2,35.961513,86.137474,Plant1,V5.1,1970-01-01 00:00:00.000627488,139,Idle
Dev1030,2024-10-27,50.02,18.26,1037.09,0.938,4.728,1.688,98.21,36,25.0,Ok,20.644405,80.03151,Warehouse,V2.4,1970-01-01 00:00:00.000988214,271,Idle
Dev1007,2024-09-24,59.69,93.53,1029.14,4.05,3.7,1.829,62.96,35,1.0,E2,20.982952,74.204707,Outdoor,V3.3,1970-01-01 00:00:00.000574227,255,Active
Dev1022,2024-07-01,-6.01,47.06,1011.19,1.241,3.805,1.817,92.38,31,24.0,E1,29.349369,70.422305,Plant2,V5.3,1970-01-01 00:00:00.000671361,169,Fault
Dev1019,2024-07-01,-7.62,88.4,1040.03,1.698,4.669,1.387,81.64,92,22.0,Ok,15.123582,81.865016,Warehouse,V3.6,1970-01-01 00:00:00.000616498,134,Active
Dev1019,2024-06-15,39.73,41.78,966.04,0.587,4.411,1.747,24.48,35,73.0,Ok,31.236807,81.427644,Plant2,V1.6,1970-01-01 00:00:00.000331998,357,Fault
Dev1025,2024-07-01,53.06,16.57,971.83,4.879,3.034,1.173,80.71,58,92.0,Warn,23.969969,77.180867,Warehouse,V2.0,1970-01-01 00:00:00.000884221,220,Fault
Dev1010,2024-09-20,0.83,46.27,981.7,3.862,3.6,1.311,60.55,53,40.0,Ok,24.203034,93.760615,Plant1,V2.1,1970-01-01 00:00:00.000675564,212,Active
Dev1037,2024-03-19,41.61,9.3,1046.93,2.073,3.892,0.811,25.23,64,75.0,Warn,29.670842,70.422111,Warehouse,V5.5,1970-01-01 00:00:00.000607420,239,Active
Dev1006,2024-09-24,22.31,34.33,985.74,4.71,4.666,0.605,76.24,15,42.0,Warn,32.238089,88.119022,Warehouse,V1.4,1970-01-01 00:00:00.000711086,217,Idle
Dev1032,2024-11-01,15.84,1.04,994.08,2.315,4.205,0.234,61.0,41,40.0,E1,15.627587,83.924101,Warehouse,V3.4,1970-01-01 00:00:00.000523441,137,Active
Dev1030,2024-09-13,38.73,65.18,1027.61,1.798,4.832,1.646,97.23,95,60.0,E3,32.772362,88.41815,Plant1,V3.2,1970-01-01 00:00:00.000712860,63,Idle
Dev1013,2024-12-29,43.23,86.87,974.66,4.283,4.089,1.307,22.34,7,63.0,E1,27.802918,80.444025,Plant2,V5.4,1970-01-01 00:00:00.000726871,297,Idle
Dev1044,2024-10-26,21.69,37.56,1014.6,4.684,3.397,1.761,62.0,38,33.0,E3,12.74393,76.361473,Outdoor,V5.1,1970-01-01 00:00:00.000065310,325,Idle
Dev1033,2024-10-27,2.32,92.08,1047.59,2.095,4.136,0.077,66.63,26,55.0,E1,19.885934,86.849691,Outdoor,V2.6,1970-01-01 00:00:00.000068251,360,Fault
Dev1022,2024-12-29,8.09,69.51,992.31,2.127,3.501,1.352,95.56,44,99.0,E2,10.941933,83.549317,Warehouse,V3.4,1970-01-01 00:00:00.000013704,80,Idle
Dev1035,2024-07-01,-6.92,32.62,1037.64,1.448,3.54,1.181,87.99,65,82.0,Ok,15.322268,93.509433,Plant2,V4.8,1970-01-01 00:00:00.000691015,196,Fault
Dev1006,2024-09-24,50.04,89.32,972.2,4.924,4.254,1.256,17.47,57,89.0,E3,20.67276,83.304784,Warehouse,V2.1,1970-01-01 00:00:00.000534326,171,Active
Dev1021,2024-10-27,23.04,13.65,962.42,2.279,4.408,1.997,88.68,38,49.0,E1,19.513611,71.748341,Plant1,V4.1,1970-01-01 00:00:00.000157805,336,Fault
Dev1000,2024-04-04,2.04,61.74,965.81,2.406,4.439,1.861,46.28,34,30.0,Warn,9.658213,94.878849,Plant2,V2.2,1970-01-01 00:00:00.000268978,225,Active
Dev1041,2024-10-27,16.91,18.45,1043.54,1.828,4.175,1.258,54.47,24,11.0,Ok,25.805919,71.010994,Plant2,V5.1,1970-01-01 00:00:00.000067546,309,Active
Dev1033,2024-07-01,28.54,15.34,989.34,4.411,3.797,1.803,18.73,61,59.0,Ok,23.411181,75.619384,Plant1,V3.9,1970-01-01 00:00:00.000356909,108,Idle
Dev1002,2024-11-13,33.64,56.18,1010.85,0.136,4.514,0.452,6.46,32,17.0,E1,14.283072,91.332851,Plant1,V4.9,1970-01-01 00:00:00.000511459,255,Idle
Dev1041,2024-10-27,37.52,43.09,982.61,3.092,4.895,0.646,39.09,31,53.0,E1,32.869799,77.699593,Outdoor,V2.8,1970-01-01 00:00:00.000903192,32,Fault
Dev1021,2024-10-27,23.28,35.38,955.35,3.483,4.141,0.136,43.3,7,6.0,E2,11.158426,71.360052,Plant1,V1.1,1970-01-01 00:00:00.000901636,316,Active
Dev1000,2024-11-21,48.31,43.4,969.54,0.6,3.747,0.45,85.53,70,90.0,Warn,27.640503,78.277921,Outdoor,V4.2,1970-01-01 00:00:00.000264787,266,Active
